Ax (m/s^2),Ay (m/s^2),Az (m/s^2),Gx (deg/sec),Gy (deg/sec),Gz (deg/sec),Mx (mTesla),My (mTesla),Mz (mTesla),Temp (C)
0.0,0.0,9.806999999999922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001806895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001808405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001807445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001802765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.8069999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001803715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.2964320998193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.2964320998194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.2964320998197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001807925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
